id,wine,winery,rating_average,rating_reviews,location_nation,location_region,image,category
578,"Pomerol 1990","Pétrus",4.7,915 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
579,"Château Margaux (Premier Grand Cru Classé) 2006","Château Margaux",4.7,912 ratings,"France","Margaux",https://images.vivino.com/thumbs/dnqHnd0hSx-t14_V8uynAA_pb_x300.png,reds
580,"Pauillac (Premier Grand Cru Classé) 1986","Château Lafite Rothschild",4.7,907 ratings,"France","Pauillac",https://images.vivino.com/thumbs/uDMfPG10R1efm5H1do--Ow_pb_x300.png,reds
581,"Grange 1998","Penfolds",4.7,897 ratings,"Australia","South Australia",https://images.vivino.com/thumbs/hRl7EuOORIuIM6JxYyxgBA_pb_x300.png,reds
582,"Pessac-Léognan (Premier Grand Cru Classé) 1990","Château Haut-Brion",4.7,896 ratings,"France","Pessac-Léognan",https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x300.png,reds
583,"Insignia 2007","Joseph Phelps",4.7,894 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/NOkljUUMT3i35lDjSgR9MQ_pb_x300.png,reds
584,"Pomerol 2004","Pétrus",4.7,890 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
585,"Unico 1991","Vega Sicilia",4.7,884 ratings,"Spain","Ribera del Duero",https://images.vivino.com/thumbs/SCnpJk_ySUe6XS3U-lFOwQ_pb_x300.png,reds
586,"Saint-Estèphe (Grand Cru Classé) 1990","Château Montrose",4.7,876 ratings,"France","Saint-Estèphe",https://images.vivino.com/thumbs/KXYrGMpYQvOE2YuZYFNztA_pb_x300.png,reds
587,"Unico Reserva Especial Edición 2000","Vega Sicilia",4.7,871 ratings,"Spain","Ribera del Duero",https://images.vivino.com/thumbs/k_UetHZ3Q2SMqUsliefGYQ_pb_x300.png,reds
588,"Barca Velha Douro 1991","Casa Ferreirinha",4.7,863 ratings,"Portugal","Douro",https://images.vivino.com/thumbs/ooQmRipERdeq4HM4KGxlEA_pb_x300.png,reds
589,"Kayli Morgan Vineyard Cabernet Sauvignon N.V.","Hundred Acre",4.7,858 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/ZOn7KuOhTCap7hb74ucQVA_pb_x300.png,reds
590,"Clos Apalta (Limited Release) 2005","Lapostolle",4.7,854 ratings,"Chile","Colchagua Valley",https://images.vivino.com/thumbs/4p9kX4l6QkS6ra9x6Br_iQ_pb_x300.png,reds
591,"Rutherford 2012","Quintessa",4.7,848 ratings,"United States","Rutherford",https://images.vivino.com/thumbs/XeOU0ao9Rka3psDMjpkrKQ_pb_x300.png,reds
592,"Pauillac (Grand Cru Classé) 1982","Château Pichon Longueville Comtesse de Lalande",4.7,827 ratings,"France","Pauillac",https://images.vivino.com/thumbs/qgA_WSpAQKaTOhacMaOI7Q_pb_x300.png,reds
593,"Amarone della Valpolicella Classico 2006","Quintarelli Giuseppe",4.7,825 ratings,"Italy","Amarone della Valpolicella Classico",https://images.vivino.com/thumbs/RqFtSGpgTlKL1VwkBjccxA_pb_x300.png,reds
594,"Toscana 2010","Masseto",4.7,814 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/GPvEr_IUSKS1CDhhsY1ySg_pb_x300.png,reds
595,"Red Blend N.V.","Ovid",4.7,791 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/ezwBiGBKSLGNdUHBaLxKng_pb_x300.png,reds
596,"Pauillac (Premier Grand Cru Classé) 1989","Château Lafite Rothschild",4.7,787 ratings,"France","Pauillac",https://images.vivino.com/thumbs/uDMfPG10R1efm5H1do--Ow_pb_x300.png,reds
597,"Cabernet Sauvignon St. Helena Mountain N.V.","Del Dotto",4.7,782 ratings,"United States","St. Helena",https://images.vivino.com/thumbs/05c129iwR-mOludhobyiCA_pb_x300.png,reds
598,"Tenuta Tignanello 'Solaia' 1997","Antinori",4.7,780 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/6isg_zaUR3aWks-dEtkTXg_pb_x300.png,reds
599,"Taita Marchigüe Vineyard Cabernet Sauvignon N.V.","Montes",4.7,790 ratings,"Chile","Colchagua Valley",https://images.vivino.com/thumbs/jmKZlGApSlSVDlSbUbe5JA_pb_x300.png,reds
600,"Unico Reserva Especial Edición 2003","Vega Sicilia",4.7,773 ratings,"Spain","Ribera del Duero",https://images.vivino.com/thumbs/k_UetHZ3Q2SMqUsliefGYQ_pb_x300.png,reds
601,"Château Margaux (Premier Grand Cru Classé) 1985","Château Margaux",4.7,763 ratings,"France","Margaux",https://images.vivino.com/thumbs/dnqHnd0hSx-t14_V8uynAA_pb_x300.png,reds
602,"Opus One 1999","Opus One",4.7,752 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/C45ybDUxTnWShRkbSTusNg_pb_x300.png,reds
603,"Grange 2010","Penfolds",4.7,747 ratings,"Australia","South Australia",https://images.vivino.com/thumbs/hRl7EuOORIuIM6JxYyxgBA_pb_x300.png,reds
604,"Pessac-Léognan (Premier Grand Cru Classé) 1982","Château Haut-Brion",4.7,747 ratings,"France","Pessac-Léognan",https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x300.png,reds
605,"Cariad N.V.","Colgin",4.7,738 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/vuPcWA0rRpGU9QrcMA--mw_pb_x300.png,reds
606,"Beckstoffer Dr. Crane Vineyard Cabernet Sauvignon N.V.","Paul Hobbs",4.7,735 ratings,"United States","St. Helena",https://images.vivino.com/thumbs/qmeRPQC1QCaTbAZ2n85ELQ_pb_x300.png,reds
607,"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1982","Château Cheval Blanc",4.7,727 ratings,"France","Saint-Émilion Grand Cru",https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x300.png,reds
608,"Amarone della Valpolicella Classico 2007","Quintarelli Giuseppe",4.7,720 ratings,"Italy","Amarone della Valpolicella Classico",https://images.vivino.com/thumbs/RqFtSGpgTlKL1VwkBjccxA_pb_x300.png,reds
609,"Unico 1994","Vega Sicilia",4.7,720 ratings,"Spain","Ribera del Duero",https://images.vivino.com/thumbs/SCnpJk_ySUe6XS3U-lFOwQ_pb_x300.png,reds
610,"Amarone della Valpolicella Classico 2000","Quintarelli Giuseppe",4.7,711 ratings,"Italy","Amarone della Valpolicella Classico",https://images.vivino.com/thumbs/RqFtSGpgTlKL1VwkBjccxA_pb_x300.png,reds
611,"Grange 2001","Penfolds",4.7,710 ratings,"Australia","South Australia",https://images.vivino.com/thumbs/hRl7EuOORIuIM6JxYyxgBA_pb_x300.png,reds
612,"Alentejano Tonel No 3 - 4 2011","Mouchao",4.7,709 ratings,"Portugal","Alentejano",https://images.vivino.com/thumbs/A9kuB664Tlek1SGvnPvbaw_pb_x300.png,reds
613,"Grand Vin Pauillac (Premier Grand Cru Classé) 1999","Château Latour",4.7,709 ratings,"France","Pauillac",https://images.vivino.com/thumbs/4RHhCzeQTsCeyCScxO0LOw_pb_x300.png,reds
614,"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1998","Château Cheval Blanc",4.7,707 ratings,"France","Saint-Émilion Grand Cru",https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x300.png,reds
615,"Pomerol 1995","Pétrus",4.7,704 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
616,"Case Basse Sangiovese Toscana N.V.","Soldera",4.7,699 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/umr2871XSGORwaDHGnd4zw_pb_x300.png,reds
617,"Cuvée Da Capo Châteauneuf-du-Pape N.V.","Pegau",4.7,694 ratings,"France","Châteauneuf-du-Pape",https://images.vivino.com/thumbs/qhqnjHhPQai4lV2F6jTKvw_pb_x300.png,reds
618,"Grand Vin Pauillac (Premier Grand Cru Classé) 1985","Château Latour",4.7,692 ratings,"France","Pauillac",https://images.vivino.com/thumbs/4RHhCzeQTsCeyCScxO0LOw_pb_x300.png,reds
619,"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005","Château Pavie",4.7,692 ratings,"France","Saint-Émilion Grand Cru",https://images.vivino.com/thumbs/vE5fQpdURMyxnrM0pscSsQ_pb_x300.png,reds
620,"Kathryn Hall Cabernet Sauvignon 2013","Hall",4.7,687 ratings,"United States","Rutherford",https://images.vivino.com/thumbs/zJZAU8z1S_CNsTj5luKowQ_pb_x300.png,reds
621,"Harlequin N.V.","Zýmē",4.7,686 ratings,"Italy","Veneto",https://images.vivino.com/thumbs/oBaWD1vnSFO6IMKnhIlqhw_pb_x300.png,reds
622,"Pomerol 1994","Pétrus",4.7,683 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
623,"Bolgheri Superiore 2003","Ornellaia",4.7,683 ratings,"Italy","Bolgheri Superiore",https://images.vivino.com/thumbs/Unx9_x0PRI2NyaC5mqQtHQ_pb_x300.png,reds
624,"Pessac-Léognan (Premier Grand Cru Classé) 2000","Château Haut-Brion",4.7,678 ratings,"France","Pessac-Léognan",https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x300.png,reds
625,"Pomerol 1996","Pétrus",4.7,668 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
626,"Pauillac (Premier Grand Cru Classé) 1985","Château Lafite Rothschild",4.7,667 ratings,"France","Pauillac",https://images.vivino.com/thumbs/uDMfPG10R1efm5H1do--Ow_pb_x300.png,reds
627,"Cobos Corte uNico N.V.","Viña Cobos",4.7,668 ratings,"Argentina","Perdriel",https://images.vivino.com/thumbs/HuwMNYvrRNGFL-IlmWWdbA_pb_x300.png,reds
628,"Vinha Maria Teresa 2011","Quinta do Crasto",4.7,663 ratings,"Portugal","Douro",https://images.vivino.com/thumbs/vvrQeQeuRquB6RzM8U9SGg_pb_x300.png,reds
629,"Pauillac (Premier Grand Cru Classé) 2004","Château Lafite Rothschild",4.7,663 ratings,"France","Pauillac",https://images.vivino.com/thumbs/uDMfPG10R1efm5H1do--Ow_pb_x300.png,reds
630,"Pauillac (Premier Grand Cru Classé) 2000","Château Lafite Rothschild",4.7,658 ratings,"France","Pauillac",https://images.vivino.com/thumbs/uDMfPG10R1efm5H1do--Ow_pb_x300.png,reds
631,"Red 2014","Nosotros",4.7,654 ratings,"Argentina","Agrelo",https://images.vivino.com/thumbs/VxGqxhU0TqWmUqByG5gZiw_pb_x300.png,reds
632,"Grand Vin Pauillac (Premier Grand Cru Classé) 2000","Château Latour",4.7,651 ratings,"France","Pauillac",https://images.vivino.com/thumbs/4RHhCzeQTsCeyCScxO0LOw_pb_x300.png,reds
633,"Proprietary Red 2012","Continuum",4.7,651 ratings,"United States","Oakville",https://images.vivino.com/thumbs/IyadZ8PVR4CSN7AM9Ko4AA_pb_x300.png,reds
634,"G Major Seven Study Cabernet Sauvignon N.V.","Gargiulo",4.7,653 ratings,"United States","Oakville",https://images.vivino.com/thumbs/Q8MlhaRDTbaYh6Ydnr__iQ_pb_x300.png,reds
635,"Pomerol 1999","Pétrus",4.7,651 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
636,"Grange 1996","Penfolds",4.7,647 ratings,"Australia","South Australia",https://images.vivino.com/thumbs/hRl7EuOORIuIM6JxYyxgBA_pb_x300.png,reds
637,"Insignia 2002","Joseph Phelps",4.7,635 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/NOkljUUMT3i35lDjSgR9MQ_pb_x300.png,reds
638,"Estate Cabernet Sauvignon 2014","Odette",4.7,634 ratings,"United States","Stags Leap District",https://images.vivino.com/thumbs/o1McdLkiQE64AEsvfmQJpg_pb_x300.png,reds
639,"Amarone della Valpolicella Classico 2004","Quintarelli Giuseppe",4.7,626 ratings,"Italy","Amarone della Valpolicella Classico",https://images.vivino.com/thumbs/RqFtSGpgTlKL1VwkBjccxA_pb_x300.png,reds
640,"Pêra-Manca Tinto 2001","Cartuxa",4.7,617 ratings,"Portugal","Alentejo",https://images.vivino.com/thumbs/L33jsYUuTMWTMy3KoqQyXg_pb_x300.png,reds
641,"Insignia 2001","Joseph Phelps",4.7,612 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/NOkljUUMT3i35lDjSgR9MQ_pb_x300.png,reds
642,"La Mattonara Amarone della Valpolicella Classico Riserva N.V.","Zýmē",4.7,613 ratings,"Italy","Amarone della Valpolicella Classico",https://images.vivino.com/thumbs/mmxlvL67TWKI4iJfDkomcA_pb_x300.png,reds
643,"Insignia 1997","Joseph Phelps",4.7,605 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/NOkljUUMT3i35lDjSgR9MQ_pb_x300.png,reds
644,"Tenuta Tignanello 'Solaia' 2015","Antinori",4.7,604 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/6isg_zaUR3aWks-dEtkTXg_pb_x300.png,reds
645,"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2000","Château Cheval Blanc",4.7,603 ratings,"France","Saint-Émilion Grand Cru",https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x300.png,reds
646,"Toscana 2012","Masseto",4.7,599 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/GPvEr_IUSKS1CDhhsY1ySg_pb_x300.png,reds
647,"Amarone della Valpolicella Monte Lodoletta 2008","Dal Forno Romano",4.7,594 ratings,"Italy","Amarone della Valpolicella",https://images.vivino.com/thumbs/WpxjVqZnTkeq2f68wJoJSg_pb_x300.png,reds
648,"Barca Velha Douro 1985","Casa Ferreirinha",4.7,593 ratings,"Portugal","Douro",https://images.vivino.com/thumbs/ooQmRipERdeq4HM4KGxlEA_pb_x300.png,reds
649,"Pomerol 1988","Pétrus",4.7,592 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
650,"Toscana 2009","Masseto",4.7,592 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/GPvEr_IUSKS1CDhhsY1ySg_pb_x300.png,reds
651,"Pomerol 2002","Pétrus",4.7,585 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
652,"Pomerol 1985","Pétrus",4.7,583 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
653,"Toscana 2004","Masseto",4.7,581 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/GPvEr_IUSKS1CDhhsY1ySg_pb_x300.png,reds
654,"Château Margaux (Premier Grand Cru Classé) 2003","Château Margaux",4.7,580 ratings,"France","Margaux",https://images.vivino.com/thumbs/dnqHnd0hSx-t14_V8uynAA_pb_x300.png,reds
655,"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005","Château Cheval Blanc",4.7,578 ratings,"France","Saint-Émilion Grand Cru",https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x300.png,reds
656,"Toscana 2007","Masseto",4.7,576 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/GPvEr_IUSKS1CDhhsY1ySg_pb_x300.png,reds
657,"Grange 2005","Penfolds",4.7,574 ratings,"Australia","South Australia",https://images.vivino.com/thumbs/hRl7EuOORIuIM6JxYyxgBA_pb_x300.png,reds
658,"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1989","Château Cheval Blanc",4.7,567 ratings,"France","Saint-Émilion Grand Cru",https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x300.png,reds
659,"Pomerol 2006","Pétrus",4.7,565 ratings,"France","Pomerol",https://images.vivino.com/thumbs/RPhc1fBwT0uLKoE6_mteFQ_pb_x300.png,reds
660,"Barbaresco 2001","Gaja",4.7,565 ratings,"Italy","Barbaresco",https://images.vivino.com/thumbs/AXnEJS3XSRy34gIYBtoeKg_pb_x300.png,reds
661,"Treehouse Pinot Noir N.V.","Cirq",4.7,565 ratings,"United States","Russian River Valley",https://images.vivino.com/thumbs/k7oHkUodSvi8tQeQdFmI4g_pb_x300.png,reds
662,"Promontory N.V.","Promontory",4.7,560 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/BpwdHUqBSH-JjbkLeeVL5A_pb_x300.png,reds
663,"Poetry Cabernet Sauvignon N.V.","Cliff Lede",4.7,559 ratings,"United States","Stags Leap District",https://images.vivino.com/thumbs/rbOkqy3pSTuTVU8XKAFYXw_pb_x300.png,reds
664,"Toscana 2008","Masseto",4.7,554 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/GPvEr_IUSKS1CDhhsY1ySg_pb_x300.png,reds
665,"Hillside Select Cabernet Sauvignon 2010","Shafer",4.7,549 ratings,"United States","Stags Leap District",https://images.vivino.com/thumbs/Q71Yx3zaRQW9IqxN0vk64w_pb_x300.png,reds
666,"Dominus (Christian Moueix) 2013","Dominus",4.7,548 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/FvLdztxrRXOZxU1jfVoQKQ_pb_x300.png,reds
667,"Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1986","Château Cheval Blanc",4.7,546 ratings,"France","Saint-Émilion Grand Cru",https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x300.png,reds
668,"Toscana 2011","Masseto",4.7,546 ratings,"Italy","Toscana",https://images.vivino.com/thumbs/GPvEr_IUSKS1CDhhsY1ySg_pb_x300.png,reds
669,"Brunello di Montalcino Riserva 2005","Soldera",4.7,546 ratings,"Italy","Brunello di Montalcino",https://images.vivino.com/thumbs/l_eXmV1KTdGzz3ky_Qey3A_pb_x300.png,reds
670,"Fortis Cabernet Sauvignon N.V.","Pine Ridge",4.7,546 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/nu85uiOyQiay0d_WLhYTNg_pb_x300.png,reds
671,"Montrachet Grand Cru 2010","Domaine de La Romanée-Conti",4.9,37 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png,whites
672,"Montrachet Grand Cru 2014","Domaine de La Romanée-Conti",4.9,33 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png,whites
673,"Meursault Les Rougeots 2001","Domaine Coche-Dury",4.9,25 ratings,"France","Meursault",https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png,whites
674,"Corton-Charlemagne Grand Cru N.V.","Domaine Coche-Dury",4.8,416 ratings,"France","Corton-Charlemagne Grand Cru",https://images.vivino.com/thumbs/ZGxHdQyGQt-hfJt7eNMXlA_pb_x300.png,whites
675,"Estate Finch Hollow Chardonnay (Cave Fermented) 2014","Jarvis",4.8,113 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/pQ_92smWRKG7Y7h5_ZwD-w_pb_x300.png,whites
676,"Y 1996","Château d'Yquem",4.8,96 ratings,"France","Bordeaux Supérieur",https://images.vivino.com/thumbs/6dP83oDrQy2Zv6es9tHp7w_pb_x300.png,whites
677,"Bâtard-Montrachet Grand Cru 1996","Domaine Leflaive",4.8,71 ratings,"France","Bâtard-Montrachet Grand Cru",https://images.vivino.com/thumbs/EDQ4q_3FQ568NVspQBECug_pb_x300.png,whites
678,"Montrachet Grand Cru Marquis de Laguiche 2004","Joseph Drouhin",4.8,64 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png,whites
679,"Meursault Les Rougeots 2005","Domaine Coche-Dury",4.8,56 ratings,"France","Meursault",https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png,whites
680,"Bâtard-Montrachet Grand Cru 2012","Olivier Leflaive",4.8,55 ratings,"France","Bâtard-Montrachet Grand Cru",https://images.vivino.com/thumbs/pWOdFPoyQ427uoHW_l941g_pb_x300.png,whites
681,"Montrachet Grand Cru Marquis de Laguiche 2002","Joseph Drouhin",4.8,44 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png,whites
682,"Montrachet Grand Cru 1999","Domaine de La Romanée-Conti",4.8,44 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png,whites
683,"Montrachet Grand Cru 2000","Domaine de La Romanée-Conti",4.8,42 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png,whites
684,"Ermitage de l'Orée 2004","M. Chapoutier",4.8,41 ratings,"France","Hermitage",https://images.vivino.com/thumbs/K3N0EZYBQeWunDuzNC0Dug_pb_x300.png,whites
685,"Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2005","Château Haut-Brion",4.8,39 ratings,"France","Pessac-Léognan",https://images.vivino.com/thumbs/EvtJOugzTx-HZXZfdZvTsA_pb_x300.png,whites
686,"Montrachet Grand Cru Marquis de Laguiche 2015","Joseph Drouhin",4.8,38 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/1QoFUeYqQaCU07v4MBx8yw_pb_x300.png,whites
687,"Vin de Pays de l'Hérault Blanc 2007","La Grange des Pères",4.8,37 ratings,"France","Hérault",https://images.vivino.com/thumbs/tBJyYsUeTxuYIPy6oS5T4A_pb_x300.png,whites
688,"Meursault Les Rougeots 2010","Domaine Coche-Dury",4.8,35 ratings,"France","Meursault",https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png,whites
689,"Corton-Charlemagne Grand Cru 2009","Domaine Coche-Dury",4.8,34 ratings,"France","Corton-Charlemagne Grand Cru",https://images.vivino.com/thumbs/QIs0hHhdRHubnyUjY8U2kA_pb_x300.png,whites
690,"The Judge Chardonnay 2012","Kongsgaard",4.8,34 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/xfK7hQR7T6WJjvIIsDW21A_pb_x300.png,whites
691,"Montrachet Grand Cru 1993","Domaine de La Romanée-Conti",4.8,32 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png,whites
692,"Corton-Charlemagne Grand Cru 2005","Domaine Coche-Dury",4.8,32 ratings,"France","Corton-Charlemagne Grand Cru",https://images.vivino.com/thumbs/QIs0hHhdRHubnyUjY8U2kA_pb_x300.png,whites
693,"Corton Charlemagne Grand Cru 2015","Patrick Javillier",4.8,32 ratings,"France","Corton-Charlemagne Grand Cru",https://images.vivino.com/thumbs/npJNfRLlTtqqmoSCrsn2Kw_pb_x300.png,whites
694,"G-Max Riesling 2009","Keller",4.8,31 ratings,"Germany","Rheinhessen",https://images.vivino.com/thumbs/_tbErBvfQ3CcDGgJf-I6Dw_pb_x300.png,whites
695,"Unendlich Riesling 2007","F.X. Pichler",4.8,31 ratings,"Austria","Wachau",https://images.vivino.com/thumbs/Clc1N_neRBq_orOAKw9aqg_pb_x300.png,whites
696,"Corton-Charlemagne Grand Cru 2007","Domaine Coche-Dury",4.8,30 ratings,"France","Corton-Charlemagne Grand Cru",https://images.vivino.com/thumbs/QIs0hHhdRHubnyUjY8U2kA_pb_x300.png,whites
697,"Meursault Les Rougeots 2004","Domaine Coche-Dury",4.8,30 ratings,"France","Meursault",https://images.vivino.com/thumbs/l5W5NRvZR_SzClIDSnG5Ag_pb_x300.png,whites
698,"Ermitage Le Méal Blanc 2006","M. Chapoutier",4.8,30 ratings,"France","Hermitage",https://images.vivino.com/thumbs/e8iQmynXSRq_uYHKMdPMlQ_pb_x300.png,whites
699,"Chevalier-Montrachet Grand Cru 2008","Château de Puligny Montrachet",4.8,29 ratings,"France","Chevalier-Montrachet Grand Cru",https://images.vivino.com/thumbs/mpBp_HteQAKsBo5MJ6JnMA_pb_x300.png,whites
700,"Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1998","Château Haut-Brion",4.8,29 ratings,"France","Pessac-Léognan",https://images.vivino.com/thumbs/EvtJOugzTx-HZXZfdZvTsA_pb_x300.png,whites
701,"Chardonnay Eastside 2012","Aubert",4.8,28 ratings,"United States","Russian River Valley",https://images.vivino.com/thumbs/6JonqprfR_SMBTqliXjB7Q_pb_x300.png,whites
702,"Reserve Chardonnay 2014","Alpha Omega",4.8,27 ratings,"United States","Napa Valley",https://images.vivino.com/thumbs/ZdnxhNdpTeet4bwwTdFUJA_pb_x300.png,whites
703,"Montrachet Grand Cru 1989","Domaine de La Romanée-Conti",4.8,27 ratings,"France","Montrachet Grand Cru",https://images.vivino.com/thumbs/rORmihtxSrKG7SfuI0bD6w_pb_x300.png,whites
